0,0
0.10204,4.3527
0.20408,10.334
0.30612,15.432
0.40816,19.998
0.5102,24.145
0.61224,29.338
0.71429,32.218
0.81633,35.718
0.91837,39.758
1.0204,42.51
1.1224,45.841
1.2245,48.621
1.3265,52.043
1.4286,53.731
1.5306,56.736
1.6327,58.453
1.7347,61.52
1.8367,63.909
1.9388,66.301
2.0408,67.525
2.1429,69.778
2.2449,71.648
2.3469,73.178
2.449,73.82
2.551,76.307
2.6531,78.739
2.7551,80.747
2.8571,82.756
2.9592,83.188
3.0612,83.912
3.1633,86.065
3.2653,88.241
3.3673,90.21
3.4694,91.081
3.5714,92.197
3.6735,91.902
3.7755,92.406
3.8776,92.081
3.9796,92.962
4.0816,93.524
4.1837,94.847
4.2857,96.083
4.3878,95.882
4.4898,95.696
4.5918,96.373
4.6939,97.072
4.7959,97.185
4.898,97.053
5,97.846
5,97.846
5.1001,99.681
5.2002,101.76
5.3003,102.39
5.4004,104.04
5.5006,105.3
5.6007,106
5.7008,107.47
5.8009,108.76
5.901,110.52
6.0011,112.16
6.1012,112.55
6.2013,113.12
6.3014,113.46
6.4016,114.67
6.5017,114.76
6.6018,115.28
6.7019,116.21
6.802,116.54
6.9021,118.38
7.0022,119.43
7.1023,120.5
7.2024,121.34
7.3026,122.4
7.4027,122.62
7.5028,122.91
7.6029,124.23
7.703,125.45
7.8031,126.27
7.9032,126.65
8.0033,126.05
8.1034,125.72
8.2036,126.81
8.3037,127.14
8.4038,128.06
8.5039,129.48
8.604,129.27
8.7041,128.75
8.8042,128.88
8.9043,128.69
9.0044,128.47
9.1046,128.9
9.2047,129
9.3048,128.87
9.4049,129.31
9.505,129.95
9.6051,129.6
9.7052,129.85
9.8053,129.29
9.9055,129.31
10.006,130.02
10.106,130.26
10.206,129.86
10.306,129.13
10.406,129.54
10.506,129.61
10.606,130.05
10.706,131.34
10.806,131.71
10.907,131.05
11.007,130.69
11.107,131.54
11.207,130.79
11.307,131.38
11.407,130.89
11.507,131.18
11.607,130.95
11.707,131.54
11.808,131.52
11.908,131.55
12.008,130.82
12.108,130.82
12.208,131.15
12.308,131.3
12.408,131.74
12.508,132.99
12.608,132.25
12.709,131.47
12.809,132.51
12.909,133.13
13.009,134.04
13.109,134.37
13.209,135.1
13.309,134.84
13.409,135.78
13.509,134.98
13.61,135.2
13.71,135.74
13.81,136.24
13.91,136.7
14.01,137.32
14.11,137.24
14.21,136.89
14.31,137.48
14.41,136.5
14.511,136.31
14.611,137.4
14.711,137.52
14.811,138.03
14.911,137.65
15.011,137.69
15.111,138.51
15.211,139.3
15.311,139.04
15.412,137.89
15.512,138.36
15.612,138.3
15.712,137.59
15.812,138.18
15.912,137.69
16.012,138.3
16.112,139.29
16.212,139.96
16.313,139.39
16.413,139.56
16.513,138.84
16.613,139.66
16.713,139.35
16.813,139.22
16.913,138.2
17.013,138.53
17.113,138.65
17.214,138.58
17.314,138.79
17.414,139.75
17.514,140.22
17.614,140.33
17.714,140.97
17.814,140.1
17.914,139.74
18.014,140.6
18.115,140.72
18.215,140.71
18.315,140.06
18.415,138.78
18.515,139.72
18.615,138.92
18.715,139.29
18.815,139.8
18.915,139.84
19.016,138.88
19.116,138
19.216,137.58
19.316,137.95
19.416,136.76
19.516,135.96
19.616,136.97
19.716,138.02
19.816,137.62
19.917,137.17
20.017,137.38
20.117,137.34
20.217,137.43
20.317,138.26
20.417,138.51
20.517,139.03
20.617,138.38
20.717,137.56
20.818,138.24
20.918,137.13
21.018,136.27
21.118,135.81
21.218,135.98
21.318,135.86
21.418,136.82
21.518,137.89
21.618,138.03
21.719,138.62
21.819,139.19
21.919,138.07
22.019,137.32
22.119,136.93
22.219,136.25
22.319,135.61
22.419,135.26
22.519,134.8
22.62,135.39
22.72,135.88
22.82,135.42
22.92,134.37
23.02,134.03
23.12,133.78
23.22,133.77
23.32,133.23
23.42,133.08
23.521,133.78
23.621,133.5
23.721,134.69
23.821,135.78
23.921,136.57
24.021,136.74
24.121,135.85
24.221,135.18
24.321,135.22
24.422,134.35
24.522,135.39
24.622,136.25
24.722,136.66
24.822,136.23
24.922,135.77
25.022,136.02
25.122,135.5
25.222,135.1
25.323,134.69
25.423,135.64
25.523,136.59
25.623,136.61
25.723,136.57
25.823,137.39
25.923,137.59
26.023,136.73
26.123,135.84
26.224,135.07
26.324,136.15
26.424,136.13
26.524,136.42
26.624,136.17
26.724,136.82
26.824,137.2
26.924,137.61
27.024,136.69
27.125,137.63
27.225,137.16
27.325,138.16
27.425,138.09
27.525,138.02
27.625,137.08
27.725,137.35
27.825,136.92
27.925,137.95
28.026,138.92
28.126,139.77
28.226,138.54
28.326,138.12
28.426,137.05
28.526,136.24
28.626,137.19
28.726,136.77
28.826,136.37
28.927,136.31
29.027,136.74
29.127,136.38
29.227,135.81
29.327,136.61
29.427,137.43
29.527,138.18
29.627,137.36
29.727,136.68
29.828,136.51
29.928,135.49
30.028,135.8
30.128,134.92
30.228,135.14
30.328,135.54
30.428,135.62
30.528,134.69
30.628,135.59
30.729,135.24
30.829,136.29
30.929,137.19
31.029,138.15
31.129,137.47
31.229,136.76
31.329,136.74
31.429,136.78
31.529,135.75
31.63,134.75
31.73,135.4
31.83,135.37
31.93,135.81
32.03,136.04
32.13,136.1
32.23,137.12
32.33,136.86
32.43,137.5
32.531,138.53
32.631,138.69
32.731,138.01
32.831,138.74
32.931,137.63
33.031,136.89
33.131,137.8
33.231,137.61
33.331,138.16
33.432,137.54
33.532,138.55
33.632,138.65
33.732,138.35
33.832,139.2
33.932,138.75
34.032,138.81
34.132,137.96
34.232,138.09
34.333,138.12
34.433,138.2
34.533,137.77
34.633,137.01
34.733,137.07
34.833,137.68
34.933,137.31
35.033,137.21
35.133,138.02
35.234,138.65
35.334,139.35
35.434,140.18
35.534,139.49
35.634,138.32
35.734,137.46
35.834,136.56
35.934,136.96
36.034,135.84
36.135,136.53
36.235,135.95
36.335,136.87
36.435,136.32
36.535,137.31
36.635,136.92
36.735,137.53
36.835,136.56
36.935,136.91
37.036,136.36
37.136,137.03
37.236,137.84
37.336,136.7
37.436,137.04
37.536,137.48
37.636,137.26
37.736,136.5
37.836,137.07
37.937,136.27
38.037,136.03
38.137,136.88
38.237,137.72
38.337,137.62
38.437,137.21
38.537,136.81
38.637,137.39
38.737,138.24
38.838,139.04
38.938,138.62
39.038,139.06
39.138,138.79
39.238,139.09
39.338,139.49
39.438,138.55
39.538,138.8
39.638,137.87
39.739,138.17
39.839,138.43
39.939,137.26
40.039,136.77
40.139,135.9
40.239,136.11
40.339,136.36
40.439,136.99
40.539,137.42
40.64,138.33
40.74,138.18
40.84,138.18
40.94,138.01
41.04,138.33
41.14,137.49
41.24,136.95
41.34,137.06
41.44,136.79
41.541,135.9
41.641,136.68
41.741,136.61
41.841,136.33
41.941,135.69
42.041,135.88
42.141,135.83
42.241,135.86
42.341,135.89
42.442,135.51
42.542,134.68
42.642,134.34
42.742,133.47
42.842,132.8
42.942,132.43
43.042,131.83
43.142,132.9
43.242,132.2
43.343,133.36
43.443,134.25
43.543,134.26
43.643,133.67
43.743,133.25
43.843,134.1
43.943,134.03
44.043,133.68
44.143,134.65
44.244,135.54
44.344,136.27
44.444,135.25
44.544,135.7
44.644,136.47
44.744,135.92
44.844,134.98
44.944,135.26
45.044,134.28
45.145,134.45
45.245,133.92
45.345,134.42
45.445,133.44
45.545,134.34
45.645,133.8
45.745,134.5
45.845,134
45.945,133.16
46.046,133.16
46.146,133.51
46.246,134.68
46.346,135.16
46.446,134.98
46.546,134.06
46.646,134.47
46.746,133.65
46.846,133.37
46.947,133.74
47.047,133.65
47.147,134.73
47.247,135.83
47.347,135.81
47.447,136.85
47.547,135.87
47.647,135.2
47.747,134.15
47.848,135.07
47.948,135.93
48.048,134.87
48.148,133.85
48.248,133.58
48.348,134.37
48.448,134.53
48.548,135.63
48.648,134.79
48.749,135.56
48.849,136.01
48.949,136.71
49.049,137.3
49.149,137.11
49.249,137.63
49.349,138.46
49.449,137.55
49.549,138.19
49.65,137.67
49.75,137.09
49.85,137.76
49.95,137.1
50.05,136.41
50.15,137.06
50.25,136.58
50.35,136.28
50.451,135.21
50.551,135.47
50.651,135.56
50.751,134.52
50.851,134.35
50.951,134.1
51.051,133.35
51.151,133.54
51.251,134.52
51.352,135.65
51.452,136.19
51.552,136.25
51.652,137.35
51.752,136.95
51.852,136.61
51.952,135.5
52.052,134.45
52.152,133.88
52.253,134.58
52.353,135.3
52.453,134.99
52.553,134.07
52.653,133.5
52.753,133.82
52.853,134.87
52.953,134.65
53.053,134.16
53.154,133.45
53.254,134.44
53.354,134.48
53.454,134.21
53.554,133.92
53.654,134.5
53.754,134.34
53.854,134.05
53.954,134.18
54.055,133.24
54.155,134.01
54.255,134.58
54.355,135.27
54.455,134.77
54.555,134.41
54.655,135.2
54.755,134.44
54.855,134.97
54.956,136
55.056,135.77
55.156,135.52
55.256,134.57
55.356,133.82
55.456,133.06
55.556,133.78
55.656,134.71
55.756,135.88
55.857,135
55.957,134.33
56.057,134.39
56.157,135.44
56.257,135.5
56.357,134.9
56.457,133.97
56.557,134.41
56.657,134.28
56.758,133.76
56.858,132.88
56.958,132.97
57.058,133.28
57.158,133.93
57.258,135.08
57.358,135.14
57.458,134.91
57.558,135.54
57.659,135.41
57.759,135.71
57.859,136.47
57.959,135.57
58.059,135.61
58.159,136.33
58.259,136.06
58.359,135.25
58.459,135.8
58.56,134.93
58.66,135.56
58.76,136.04
58.86,136.89
58.96,137.61
59.06,137.16
59.16,136.22
59.26,136.65
59.36,135.7
59.461,135.75
59.561,135.63
59.661,135.17
59.761,135.66
59.861,135.84
59.961,135.86
60.061,134.88
60.161,135.86
60.261,135.38
60.362,135.84
60.462,134.86
60.562,134.53
60.662,133.55
60.762,132.82
60.862,132.35
60.962,133.48
61.062,134.03
61.162,133.84
61.263,135.05
61.363,134.14
61.463,134.26
61.563,135.03
61.663,135.6
61.763,135.84
61.863,135
61.963,135.16
62.063,136.07
62.164,135.53
62.264,135.33
62.364,134.82
62.464,134.72
62.564,135.16
62.664,136.15
62.764,135.44
62.864,136.35
62.964,136.75
63.065,137.21
63.165,136.92
63.265,137.6
63.365,137.8
63.465,138.45
63.565,137.41
63.665,136.3
63.765,135.21
63.865,135.93
63.966,135.05
64.066,134.74
64.166,134.61
64.266,135.78
64.366,136.86
64.466,136.2
64.566,135.91
64.666,135.24
64.766,134.57
64.867,134.91
64.967,135.96
65.067,135.21
65.167,136.02
65.267,136.56
65.367,136.29
65.467,135.75
65.567,136.4
65.667,135.99
65.768,135.73
65.868,136.75
65.968,136.59
66.068,136.56
66.168,135.56
66.268,135.16
66.368,134.39
66.468,133.41
66.568,132.74
66.669,132.47
66.769,132.06
66.869,132.59
66.969,132.5
67.069,133.22
67.169,132.65
67.269,133.5
67.369,132.57
67.469,132.95
67.57,132.67
67.67,132.09
67.77,131.23
67.87,132.19
67.97,132.87
68.07,133.63
68.17,134.81
68.27,134.46
68.37,134.04
68.471,135
68.571,134.86
68.671,134.88
68.771,135.45
68.871,134.71
68.971,134.6
69.071,134.09
69.171,133.46
69.271,134.55
69.372,134.8
69.472,134.44
69.572,133.7
69.672,134.26
69.772,135.37
69.872,134.41
69.972,134.97
70.072,135.84
70.172,136.39
70.273,137.41
70.373,138.33
70.473,137.49
70.573,137.89
70.673,138
70.773,137.62
70.873,137.55
70.973,138.22
71.073,137.49
71.174,138.44
71.274,138.63
71.374,138.68
71.474,138.43
71.574,138.53
71.674,137.99
71.774,138.71
71.874,138.22
71.974,137.7
72.075,138.19
72.175,137.56
72.275,136.67
72.375,136.81
72.475,135.97
72.575,136.05
72.675,136.14
72.775,135.63
72.875,135.84
72.976,135.27
73.076,134.83
73.176,135.04
73.276,134.98
73.376,135.8
73.476,134.8
73.576,134.19
73.676,133.23
73.776,133.51
73.877,132.65
73.977,132.47
74.077,132.56
74.177,133.57
74.277,134.12
74.377,133.62
74.477,133.72
74.577,134.19
74.677,133.64
74.778,134.82
74.878,135.82
74.978,134.99
75.078,136.02
75.178,135.83
75.278,135.26
75.378,134.26
75.478,134.6
75.578,135.6
75.679,135.95
75.779,136.24
75.879,135.61
75.979,135.75
76.079,135.71
76.179,135.92
76.279,135.99
76.379,136.54
76.479,136.78
76.58,136.91
76.68,136.49
76.78,136.65
76.88,135.62
76.98,134.87
77.08,135.04
77.18,135.9
77.28,135.18
77.38,135.08
77.481,134.48
77.581,135.01
77.681,134.52
